기관코드,상위기관코드,부서여부,기관명,영문기관명,팩스번호,홈페이지주소,상세주소,통계작성여부,표준통계작성기관여부,설립근거유형,설립근거명,기관유형코드,기관유형명,서비스여부
203079,203,Y,상수도사업본부 생산수질부 수질관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203080,203,Y,상수도사업본부 수질연구소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203081,203,Y,상수도사업본부 수질연구소 수질분석과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203082,203,Y,상수도사업본부 수질연구소 수질연구과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203083,203,Y,신기술산업국 IT산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203084,203,Y,신기술산업국 기계자동차과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203085,203,Y,신기술산업국 녹색에너지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203086,203,Y,신기술산업국 섬유패션과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203087,203,Y,신기술산업국 신성장정책관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203088,203,Y,자치행정국 자치행정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203089,203,Y,자치행정국 회계과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203090,203,Y,첨단의료산업국 보건정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203091,203,Y,첨단의료산업국 의료산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203092,203,Y,첨단의료산업국 첨단의료복합단지지원과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203093,203,Y,환경녹지국 물관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203094,203,Y,환경녹지국 자원순환과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203095,203,Y,환경녹지국 환경정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203096,203,Y,기획조정실 기획담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203097,203,Y,문화체육관광국 문화콘텐츠과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203098,203,Y,경제산업분석담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203099,203,Y,어르신복지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203100,203,Y,미래ICT국 빅데이터과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
203102,203,Y,경제국 경제정책관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204,,N,인천광역시,Incheon Metropolitan City,,https://www.incheon.go.kr/,,N,N,21101111,설립근거,1211021,지방자치단체,Y
204000,204,Y,인천광역시 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204001,204,Y,인천광역시 통계팀,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204002,204,Y,인천광역시 기획감사실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204003,204,Y,인천광역시 통계팀,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204004,204,Y,인천광역시 통계팀,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204005,204,Y,생활경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204006,204,Y,정보화통계담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204007,204,Y,정보화통계 담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204008,204,Y,경제정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204009,204,Y,정보화담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
204010,204,Y,데이터혁신담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205,,N,광주광역시,Gwangju Metropolitan City,,https://www.gwangju.go.kr,,N,N,21101111,설립근거,1211021,지방자치단체,Y
205000,205,Y,광주광역시 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205001,205,Y,광주광역시 예산담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205002,205,Y,광주광역시 예산담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205003,205,Y,광주광역시 대중교통과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205004,205,Y,광주광역시 정보화담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205005,205,Y,법무담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205006,205,Y,광주광역시 스마트도시담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
205007,205,Y,광주광역시 평가데이터담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206,,N,대전광역시,Daejeon Metropolitan City,,https://www.daejeon.go.kr,,N,N,21101111,설립근거,1211021,지방자치단체,Y
206000,206,Y,대전광역시 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206001,206,Y,대전광역시 일자리경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206002,206,Y,대전광역시 교통정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206003,206,Y,대전광역시 기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206004,206,Y,대전광역시 통계계,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206005,206,Y,대전광역시 법무통계담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206006,206,Y,대전광역시 기획감사실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206011,206,Y,감사관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206012,206,Y,건설관리본부 건설부 건설1과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206013,206,Y,건설관리본부 건설부 건설2과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206014,206,Y,건설관리본부 건설부 관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206015,206,Y,건설관리본부 시설부 건축과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206016,206,Y,건설관리본부 시설부 기전과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206017,206,Y,건설관리본부 시설부 시설관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206018,206,Y,건설관리본부 시설부 시설정비과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206019,206,Y,경제산업국 경제정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206020,206,Y,경제산업국 국제교류투자과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206021,206,Y,경제산업국 기업지원과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206022,206,Y,경제산업국 농업유통과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206023,206,Y,경제산업국 일자리추진기획단,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206024,206,Y,과학문화산업본부 과학특구과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206025,206,Y,과학문화산업본부 관광산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206026,206,Y,과학문화산업본부 문화산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206027,206,Y,과학문화산업본부 신성장산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206028,206,Y,교통건설국 건설도로과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206029,206,Y,교통건설국 교통정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206030,206,Y,교통건설국 대중교통과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206031,206,Y,교통건설국 도시철도기획단,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206032,206,Y,교통건설국 운송주차과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206033,206,Y,교통건설국 재난관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206034,206,Y,기획관리실 교육협력담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206035,206,Y,기획관리실 법무통계담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206036,206,Y,기획관리실 예산담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206037,206,Y,기획관리실 정보화담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206038,206,Y,기획관리실 정책기획관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206039,206,Y,도시주택국 도시계획과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206040,206,Y,도시주택국 도시디자인과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206041,206,Y,도시주택국 도시재생과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206042,206,Y,도시주택국 도심활성화기획단,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206043,206,Y,도시주택국 주택정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206044,206,Y,도시주택국 지적과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206045,206,Y,문화체육국 문화예술과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206046,206,Y,문화체육국 문화체육시설과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206047,206,Y,문화체육국 종무문화재과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206048,206,Y,문화체육국 체육지원과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206049,206,Y,보건복지여성국 보건정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206050,206,Y,보건복지여성국 복지정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206051,206,Y,보건복지여성국 식품안전과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206052,206,Y,보건복지여성국 여성가족청소년과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206053,206,Y,보건복지여성국 장애인복지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206054,206,Y,보건복지여성국 저출산고령사회과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206055,206,Y,상수도사업본부 경영부 관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206056,206,Y,상수도사업본부 경영부 마케팅과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206057,206,Y,상수도사업본부 기술부,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206058,206,Y,상수도사업본부 기술부 수질관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206059,206,Y,상수도사업본부 대덕사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206060,206,Y,상수도사업본부 동부사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206061,206,Y,상수도사업본부 서부사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206062,206,Y,상수도사업본부 송촌정수사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206063,206,Y,상수도사업본부 수도기술연구소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206064,206,Y,상수도사업본부 수도시설관리사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206065,206,Y,상수도사업본부 수도시설관리사업소 공무과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206066,206,Y,상수도사업본부 수도시설관리사업소 시설운영과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206067,206,Y,상수도사업본부 월평정수사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206068,206,Y,상수도사업본부 유성사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206069,206,Y,상수도사업본부 중부사업소,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206070,206,Y,자치행정국 세정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206071,206,Y,자치행정국 시민협력과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206072,206,Y,자치행정국 자치행정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206073,206,Y,자치행정국 총무과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206074,206,Y,자치행정국 회계과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206075,206,Y,환경녹지국 공원녹지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206076,206,Y,환경녹지국 맑은물정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206077,206,Y,환경녹지국 생태하천과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206078,206,Y,환경녹지국 자원순환과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206079,206,Y,환경녹지국 푸른도시과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
206080,206,Y,일자리경제국 일자리 노동경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
207,,N,울산광역시,Ulsan Metropolitan City,,https://www.ulsan.go.kr/,,N,N,21101111,설립근거,1211021,지방자치단체,Y
207000,207,Y,울산광역시 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
207001,207,Y,울산광역시 정보화담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
207002,207,Y,울산광역시 보건위생,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
207003,207,Y,기획관리실 법무통계담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
208,,N,세종특별자치시,Sejong Special Self-governing City,044-211-3114,https://www.sejong.go.kr/index.do,,Y,N,,,1211021,지방자치단체,Y
20801,208,Y,감사관,,,,,N,N,,,1211021,지방자치단체,Y
20802,208,Y,건설도시국 도로교통과,,,,,N,N,,,1211021,지방자치단체,Y
20803,208,Y,건설도시국 도시건축과,,,,,N,N,,,1211021,지방자치단체,Y
20804,208,Y,건설도시국 도시건축과 행복청,,,,,N,N,,,1211021,지방자치단체,Y
20805,208,Y,건설도시국 재난방재과,,,,,N,N,,,1211021,지방자치단체,Y
20806,208,Y,건설도시국 지역개발과,,,,,N,N,,,1211021,지방자치단체,Y
20807,208,Y,경제산업국 녹색환경과,,,,,N,N,,,1211021,지방자치단체,Y
20808,208,Y,경제산업국 농업유통과,,,,,N,N,,,1211021,지방자치단체,Y
20809,208,Y,경제산업국 산림축산과,,,,,N,N,,,1211021,지방자치단체,Y
20810,208,Y,경제산업국 지역경제과,,,,,N,N,,,1211021,지방자치단체,Y
20811,208,Y,경제산업국 투자유치과,,,,,N,N,,,1211021,지방자치단체,Y
20812,208,Y,기획조정실 균형발전담당관,,,,,N,N,,,1211021,지방자치단체,Y
20813,208,Y,기획조정실 예산법무담당관,,,,,N,N,,,1211021,지방자치단체,Y
20814,208,Y,기획조정실 정보화담당관,,,,,N,N,,,1211021,지방자치단체,Y
20815,208,Y,기획조정실 정책기획관,,,,,N,N,,,1211021,지방자치단체,Y
20816,208,Y,농업기술센터 기술보급과,,,,,N,N,,,1211021,지방자치단체,Y
20817,208,Y,농업기술센터 도시농업팀,,,,,N,N,,,1211021,지방자치단체,Y
20818,208,Y,농업기술센터 지도기획과,,,,,N,N,,,1211021,지방자치단체,Y
20819,208,Y,상하수도사업소 상수도과,,,,,N,N,,,1211021,지방자치단체,Y
20820,208,Y,상하수도사업소 하수도과,,,,,N,N,,,1211021,지방자치단체,Y
20821,208,Y,의회사무처 교육전문위원,,,,,N,N,,,1211021,지방자치단체,Y
20822,208,Y,의회사무처 산업건설전문위원,,,,,N,N,,,1211021,지방자치단체,Y
20823,208,Y,의회사무처 의정담당관,,,,,N,N,,,1211021,지방자치단체,Y
20824,208,Y,의회사무처 의회운영전문위원,,,,,N,N,,,1211021,지방자치단체,Y
20825,208,Y,의회사무처 행정복지전문위원,,,,,N,N,,,1211021,지방자치단체,Y
20826,208,Y,행정복지국 문화체육관광과,,,,,N,N,,,1211021,지방자치단체,Y
20827,208,Y,행정복지국 사회복지과,,,,,N,N,,,1211021,지방자치단체,Y
20828,208,Y,행정복지국 세정과,,,,,N,N,,,1211021,지방자치단체,Y
20829,208,Y,행정복지국 자치행정과,,,,,N,N,,,1211021,지방자치단체,Y
20830,208,Y,행정복지국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
20831,208,Y,행정복지국 행복나눔과,,,,,N,N,,,1211021,지방자치단체,Y
20832,208,N,세종특별자치시 세종시 조치원읍,,,,,N,N,,,1211021,지방자치단체,Y
20833,208,N,세종특별자치시 세종시 연기면,,,,,N,N,,,1211021,지방자치단체,Y
20834,208,N,세종특별자치시 세종시 연동면,,,,,N,N,,,1211021,지방자치단체,Y
20835,208,N,세종특별자치시 세종시 부강면,,,,,N,N,,,1211021,지방자치단체,Y
20836,208,N,세종특별자치시 세종시 금남면,,,,,N,N,,,1211021,지방자치단체,Y
20837,208,N,세종특별자치시 세종시 장군면,,,,,N,N,,,1211021,지방자치단체,Y
20838,208,N,세종특별자치시 세종시 연서면,,,,,N,N,,,1211021,지방자치단체,Y
20839,208,N,세종특별자치시 세종시 전의면,,,,,N,N,,,1211021,지방자치단체,Y
20840,208,N,세종특별자치시 세종시 전동면,,,,,N,N,,,1211021,지방자치단체,Y
20841,208,N,세종특별자치시 세종시 소정면,,,,,N,N,,,1211021,지방자치단체,Y
20842,208,N,세종특별자치시 세종시 한솔동,,,,,N,N,,,1211021,지방자치단체,Y
20843,208,N,세종특별자치시 세종시 도담동,,,,,N,N,,,1211021,지방자치단체,Y
20844,208,Y,기획조정실 정보통계담당관,,,,,N,N,,,1211021,지방자치단체,Y
210,,N,경기도,Gyeonggi-do,,https://www.gg.go.kr/,,N,N,21101111,설립근거,1211021,지방자치단체,Y
210000,210,Y,경기도 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210001,210,Y,경기도 도시주태국,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210002,210,Y,경기도 정책기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210003,210,Y,경기도 정책기획과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210004,210,Y,경기도 지역경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210005,210,Y,경기도 기획예산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210006,210,Y,경기도 지역경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210007,210,Y,경기도 기획감사실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210008,210,Y,경기도 기획예산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210009,210,Y,경기도 창조행정담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210010,210,Y,경기도 미래전략담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210011,210,Y,경기도 인구정책담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
210012,210,Y,경기도 콘텐츠정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211,,N,강원특별자치도,Gangwon State,,https://www.provin.gangwon.kr/portal,,N,N,21101111,설립근거,1211021,지방자치단체,Y
211000,211,Y,강원특별자치도 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211001,211,Y,강원특별자치도 기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211002,211,Y,강원특별자치도 여성아동정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211003,211,Y,강원특별자치도 관광정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211004,211,Y,강원특별자치도 여성정책개발센터,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211005,211,Y,강원특별자치도 민원봉사과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211006,211,Y,강원특별자치도 관광정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211007,211,Y,강원특별자치도 법무통계담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
211008,211,Y,강원특별자치도 정책기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
212,,N,충청북도,Chungcheongbuk-do,,https://www.chungbuk.go.kr,,N,N,21101111,설립근거,1211021,지방자치단체,Y
212000,212,Y,충청북도 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
212001,212,Y,충청북도 경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
212002,212,Y,충청북도 법무통계담당관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
212003,212,Y,충청북도 경제과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
212004,212,Y,충청북도 기획감사실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213,,N,충청남도,Chungcheongnam-do,,http://www.chungnam.go.kr,,N,N,21101111,설립근거,1211021,지방자치단체,Y
213000,213,Y,충청남도 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213001,213,Y,충청남도 경제정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213002,213,Y,충청남도 정책기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213003,213,Y,충청남도 통계계,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213004,213,Y,충청남도 기획감사실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213005,213,Y,충청남도 기획관리실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213011,213,Y,홍보협력관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213012,213,Y,여성가족정책관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213013,213,Y,기획관리실 예산담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213014,213,Y,기획관리실 정책기획관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213015,213,Y,기획관리실 균형발전담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213016,213,Y,기획관리실 교육법무담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213017,213,Y,기획관리실 혁신관리담당관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213018,213,Y,자치행정국 총무과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213019,213,Y,자치행정국 자치행정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213020,213,Y,자치행정국 세정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213021,213,Y,자치행정국 새마을회계과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213022,213,Y,자치행정국 정보화지원과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213023,213,Y,자치행정국 세종특별자치시출범실무준비단,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213024,213,Y,자치행정국 도청이전점검단,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213025,213,Y,문화체육관광국 문화예술과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213026,213,Y,문화체육관광국 문화산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213027,213,Y,문화체육관광국 관광산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213028,213,Y,문화체육관광국 체육진흥과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213029,213,Y,경제통상실 일자리경제정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213030,213,Y,경제통상실 국제통상과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213031,213,Y,경제통상실 투자입지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213032,213,Y,경제통상실 기업지원과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213033,213,Y,경제통상실 전략산업과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213034,213,Y,농수산국 농업정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213035,213,Y,농수산국 친환경농산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213036,213,Y,농수산국 농촌개발과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213037,213,Y,농수산국 축산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213038,213,Y,농수산국 수산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213039,213,Y,복지보건국 저출산고령화대책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213040,213,Y,복지보건국 사회복지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213041,213,Y,복지보건국 장애인복지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213042,213,Y,복지보건국 보건행정과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213043,213,Y,복지보건국 식의약안전과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213044,213,Y,환경녹지국 환경정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213045,213,Y,환경녹지국 환경관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213046,213,Y,환경녹지국 수질관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213047,213,Y,환경녹지국 산림녹지과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213048,213,Y,건설교통항만국 건설정책과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213049,213,Y,건설교통항만국 건축도시과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213050,213,Y,건설교통항만국 도로교통과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213051,213,Y,건설교통항만국 치수방재과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213052,213,Y,건설교통항만국 항만물류과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
213053,213,Y,건설교통항만국 토지관리과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214,,N,전북특별자치도,Jeonbuk State,,https://www.jeonbuk.go.kr/,,N,N,21101111,설립근거,1211021,지방자치단체,Y
214000,214,Y,전라북도 기타,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214001,214,Y,전라북도 경제항만정책관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214002,214,Y,전라북도 기획관실,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214003,214,Y,전라북도 통계팀,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214004,214,Y,전라북도 경제항만정책관,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
214005,214,Y,전라북도 기획예산과,,,,,N,N,21101111,설립근거,21101110,기관유형,Y
21401,214,Y,전라북도 전라북도지사,,,,,N,N,,,1211021,지방자치단체,Y
2140101,21401,Y,전라북도 전라북도지사 행정부지사,,,,,N,N,,,1211021,지방자치단체,Y
214010101,2140101,Y,전라북도 전라북도지사 행정부지사 감사관,,,,,N,N,,,1211021,지방자치단체,Y
214010102,2140101,Y,전라북도 전라북도지사 행정부지사 행정지원관,,,,,N,N,,,1211021,지방자치단체,Y
214010103,2140101,Y,전라북도 전라북도지사 행정부지사 기획관리실,,,,,N,N,,,1211021,지방자치단체,Y
21401010301,214010103,Y,전라북도 전라북도지사 행정부지사 기획관리실 정책기획관,,,,,N,N,,,1211021,지방자치단체,Y
21401010302,214010103,Y,전라북도 전라북도지사 행정부지사 기획관리실 예산과,,,,,N,N,,,1211021,지방자치단체,Y
21401010303,214010103,Y,전라북도 전라북도지사 행정부지사 기획관리실 성과관리과,,,,,N,N,,,1211021,지방자치단체,Y
21401010304,214010103,Y,전라북도 전라북도지사 행정부지사 기획관리실 세무회계과,,,,,N,N,,,1211021,지방자치단체,Y
21401010305,214010103,Y,전라북도 전라북도지사 행정부지사 기획관리실 교육법무과,,,,,N,N,,,1211021,지방자치단체,Y
214010104,2140101,Y,전라북도 전라북도지사 행정부지사 민생일자리본부,,,,,N,N,,,1211021,지방자치단체,Y
21401010401,214010104,Y,전라북도 전라북도지사 행정부지사 민생일자리본부 일자리창출정책관,,,,,N,N,,,1211021,지방자치단체,Y
21401010402,214010104,Y,전라북도 전라북도지사 행정부지사 민생일자리본부 민생경제과,,,,,N,N,,,1211021,지방자치단체,Y
21401010403,214010104,Y,전라북도 전라북도지사 행정부지사 민생일자리본부 창업지원과,,,,,N,N,,,1211021,지방자치단체,Y
21401010404,214010104,Y,전라북도 전라북도지사 행정부지사 민생일자리본부 투자유치과,,,,,N,N,,,1211021,지방자치단체,Y
21401010405,214010104,Y,전라북도 전라북도지사 행정부지사 민생일자리본부 기업인력지원과,,,,,N,N,,,1211021,지방자치단체,Y
