파일번호,기관코드,통계표명,주기구분,수록시점,서비스명,파일유형
1,101,(파일) 다중지표 클러스터조사(1998),연,1998,1. 개요,pdf
2,101,(파일) 다중지표 클러스터조사(1998),연,1998,2. 연구 지역,xlsx
3,101,(파일) 다중지표 클러스터조사(1998),연,1998,3. 연구 주제,xlsx
4,101,(파일) 다중지표 클러스터조사(1998),연,1998,4. 식수 위생,xlsx
5,101,(파일) 다중지표 클러스터조사(1998),연,1998,5. 기초 교육,xlsx
6,101,(파일) 다중지표 클러스터조사(1998),연,1998,6. 산모 건강,xlsx
7,101,(파일) 다중지표 클러스터조사(1998),연,1998,7. 모유 수유,xlsx
8,101,(파일) 다중지표 클러스터조사(1998),연,1998,8. 아동기 질환,xlsx
9,101,(파일) 다중지표 클러스터조사(1998),연,1998,9. 설사 증상 관리,xlsx
10,101,(파일) 다중지표 클러스터조사(1998),연,1998,10. 빈혈,xlsx
11,101,(파일) 다중지표 클러스터조사(1998),연,1998,11. 저체중,xlsx
1,101,(파일) 다중지표 클러스터조사(2000),연,2000,1. 개요,pdf
2,101,(파일) 다중지표 클러스터조사(2000),연,2000,2. 연구 방법론,xlsx
3,101,(파일) 다중지표 클러스터조사(2000),연,2000,3. 영유아 사망률,xlsx
4,101,(파일) 다중지표 클러스터조사(2000),연,2000,4. 교육,xlsx
5,101,(파일) 다중지표 클러스터조사(2000),연,2000,5. 식수 위생,xlsx
6,101,(파일) 다중지표 클러스터조사(2000),연,2000,6. 아동 영양실조,xlsx
7,101,(파일) 다중지표 클러스터조사(2000),연,2000,7. 아동 건강,xlsx
8,101,(파일) 다중지표 클러스터조사(2000),연,2000,8. 모자 보건,xlsx
9,101,(파일) 다중지표 클러스터조사(2000),연,2000,9. 아동 인권,xlsx
1,101,(파일) 다중지표 클러스터조사(2009),연,2009,1. 개요,pdf
2,101,(파일) 다중지표 클러스터조사(2009),연,2009,2. 표본,xlsx
3,101,(파일) 다중지표 클러스터조사(2009),연,2009,3. 영양,xlsx
4,101,(파일) 다중지표 클러스터조사(2009),연,2009,4. 아동 건강,xlsx
5,101,(파일) 다중지표 클러스터조사(2009),연,2009,5. 식수 위생,xlsx
6,101,(파일) 다중지표 클러스터조사(2009),연,2009,6. 모자 보건,xlsx
7,101,(파일) 다중지표 클러스터조사(2009),연,2009,7. 아동 발달,xlsx
8,101,(파일) 다중지표 클러스터조사(2009),연,2009,8. 교육,xlsx
9,101,(파일) 다중지표 클러스터조사(2009),연,2009,9. 출생 등록,xlsx
10,101,(파일) 다중지표 클러스터조사(2009),연,2009,10. HIV _ AIDS,xlsx
11,101,(파일) 다중지표 클러스터조사(2009),연,2009,11. 표본 설계,xlsx
12,101,(파일) 다중지표 클러스터조사(2009),연,2009,12. 표본오차 추정,xlsx
13,101,(파일) 다중지표 클러스터조사(2009),연,2009,13. 데이터 품질,xlsx
1,101,(파일) 북한의 행정구역명,연,2015,행정구역단위별 북한의 행정구역명 및 구역수(2016),xlsx
2,101,(파일) 북한의 행정구역명,연,2014,행정구역단위별 북한의 행정구역명 및 구역수(2014),xlsx
3,101,(파일) 북한의 행정구역명,연,2013,행정구역단위별 북한의 행정구역명 및 구역수(2013),xlsx
4,101,(파일) 북한의 행정구역명,연,2012,행정구역단위별 북한의 행정구역명 및 구역수,xlsx
5,101,(파일) 북한의 행정구역명,연,2016,북한의 행정구역명,hwp
1,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,1. 개요,pdf
2,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,2. 연구 방법론,xlsx
3,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,3. 흡연,xlsx
4,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,4. 음주,xlsx
5,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,5. 혈압,xlsx
6,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2005),연,2005,6. BMI,xlsx
1,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,1. 개요,pdf
2,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,2. 연구 방법론,xlsx
3,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,3. 흡연,xlsx
4,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,4. 음주,xlsx
5,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,5. BMI,xlsx
6,101,(파일) 비전염성질환(NCD) 위험 요인 조사(2007),연,2007,6. 혈압,xlsx
1,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,1. 개요,pdf
2,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,2. 표본 설계,xlsx
3,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,3. 주택 특성 및 가구 구성,xlsx
4,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,4. 인구의 사회적 경제적 특성,xlsx
5,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,5. 출산율 및 출산 선호도,xlsx
6,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,6. 가족 계획,xlsx
7,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,7. 모자 보건,xlsx
8,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,8. 사망,xlsx
9,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,9. 고령인구 건강,xlsx
10,101,"(파일) 사회-경제,인구 및 건강조사(2014)",연,2014,10. 부록,xlsx
1,101,(파일) 생식 건강 조사(2010),연,2010,1. 개요,pdf
2,101,(파일) 생식 건강 조사(2010),연,2010,2. 소개,xlsx
3,101,(파일) 생식 건강 조사(2010),연,2010,3. 가구 특성,xlsx
4,101,(파일) 생식 건강 조사(2010),연,2010,4. 출산력,xlsx
5,101,(파일) 생식 건강 조사(2010),연,2010,5. 모자 보건,xlsx
6,101,(파일) 생식 건강 조사(2010),연,2010,6. 산전 관리,xlsx
1,101,(파일) 영양조사(1998),연,1998,1. 개요,pdf
2,101,(파일) 영양조사(1998),연,1998,2. 주요결과,xlsx
1,101,(파일) 영양조사(2002),연,2002,1. 개요,pdf
2,101,(파일) 영양조사(2002),연,2002,2. 표본,xlsx
3,101,(파일) 영양조사(2002),연,2002,3. 아동 영양실조,xlsx
4,101,(파일) 영양조사(2002),연,2002,4. 산모 영양,xlsx
5,101,(파일) 영양조사(2002),연,2002,5. 가정식품 안전,xlsx
6,101,(파일) 영양조사(2002),연,2002,6. 모유 수유,xlsx
7,101,(파일) 영양조사(2002),연,2002,7. 산전관리 및 아동 건강관리,xlsx
8,101,(파일) 영양조사(2002),연,2002,8. 면역,xlsx
9,101,(파일) 영양조사(2002),연,2002,9. 기타,xlsx
10,101,(파일) 영양조사(2002),연,2002,10. 부록,xlsx
1,101,(파일) 영양조사(2004),연,2004,1. 개요,pdf
2,101,(파일) 영양조사(2004),연,2004,2. 연구 방법론,xlsx
3,101,(파일) 영양조사(2004),연,2004,3. 조사대상,xlsx
4,101,(파일) 영양조사(2004),연,2004,4. 데이터 품질,xlsx
5,101,(파일) 영양조사(2004),연,2004,5. 아동 영양,xlsx
6,101,(파일) 영양조사(2004),연,2004,6. 산모건강,xlsx
7,101,(파일) 영양조사(2004),연,2004,7. 가용식품,xlsx
8,101,(파일) 영양조사(2004),연,2004,8. 산전관리,xlsx
9,101,(파일) 영양조사(2004),연,2004,9. 기타,xlsx
1,101,(파일) 영양조사(2012),연,2012,1. 개요,pdf
2,101,(파일) 영양조사(2012),연,2012,2. 요약,xlsx
3,101,(파일) 영양조사(2012),연,2012,3. 연구 방법론,xlsx
4,101,(파일) 영양조사(2012),연,2012,4. 아동 건강,xlsx
5,101,(파일) 영양조사(2012),연,2012,5. 여성,xlsx
6,101,(파일) 영양조사(2012),연,2012,6. 기타,xlsx
1,101,(파일) 주택의 형태별 가구수,연,2015,주택의 형태별 가구수,xlsx
2,101,(파일) 주택의 형태별 가구수,연,2010,주택형태별 가구수,xlsx
3,101,(파일) 주택의 형태별 가구수,연,2016,주택형태별 가구수,xlsx
4,101,(파일) 주택의 형태별 가구수,연,2017,2-13. 주택형태별 가구수,xlsx
1,101,(파일)10대 교역국가/품목별(HS 4코드) 북한의 수출입액,연,2013,"10대 교역국가,품목별(HS 4코드) 북한의 수출입액",xlsx
1,101,(파일)농민시장의 식품가격,연,2013,농민시장의 식품가격,xlsx
1,101,DT_0613_TEST,연,2010,1. 지역산업연관표_통합중분류_투입산출표,xlsx
2,101,DT_0613_TEST,연,2012,3. 지역산업연관표_통합중분류_생산유발계수표,xlsx
3,101,DT_0613_TEST,연,2013,4. 지역산업연관표_통합중분류_부가가치유발계수표,xlsx
4,101,DT_0613_TEST,연,2014,5. 지역산업연관표_통합중분류_수입유발계수표,xlsx
5,101,DT_0613_TEST,연,2015,6. 지역산업연관표_통합중분류_최종수요항목별생산유발계수표,xlsx
6,101,DT_0613_TEST,연,2018,2. 지역산업연관표_통합중분류_수입계수표,xlsx
1,101,TEST,연,2010,서비스명변경,xls
2,101,TEST,연,2011,국가온실가스 배출통계 추이_972 - 복사본 (2),xls
3,101,TEST,연,2012,국가온실가스 배출통계 추이_972 - 복사본 (3),xls
4,101,TEST,연,2013,국가온실가스 배출통계 추이_972 - 복사본 (4),xls
5,101,TEST,연,2099,T1,xlsx
6,101,TEST,연,2100,T2,xlsx
11,101,TEST,연,2002,상품분류 및 산업분류_수정,xlsx
21,101,TEST,연,2015,상품분류 및 산업분류,xlsx
1,106,(파일) 2017년 강수량 및 수위관측자료,연,2017,강수량관측자료(2017),xlsx
2,106,(파일) 2017년 강수량 및 수위관측자료,연,2017,수위관측자료(2017),xlsx
1,113,(파일) 2015년 주요관광지점입장객통계,연,2015,2015 주요관광지점 입장객 통계(전국),xls
1,113,(파일) 2016년 주요관광지점입장객통계,연,2016,2016 주요관광지점 입장객 통계(전국),xls
1,113,(파일) 2017년 주요관광지점입장객통계,연,2017,2017 주요관광지점 입장객 통계(전국),xls
1,113,(파일) 2018년 주요관광지점입장객통계,연,2018,2018년 주요관광지점 입장객통계(전국),xls
1,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,목차,hwp
2,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,요약,hwp
3,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제1장 식품산업원료소비실태조사 개요,hwp
4,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제2장 식품제조업의 일반현황,hwp
5,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제3장 원료사용규모(1),hwp
6,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제3장 원료사용규모(2),hwp
7,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제4장 국산원료사용현황,hwp
8,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제5장 원재료의조달경로,hwp
9,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제6장 원재료소비흐름(1),hwp
10,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제6장 원재료소비흐름(2),hwp
11,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제6장 원재료소비흐름(3),hwp
12,114,(파일) 2012년 식품산업원료소비실태조사,연,2012,제6장 원재료소비흐름(4),hwp
1,114,(파일) 2013년 시설채소 온실현황 및 채소류 생산실적,연,2013,목차,hwp
2,114,(파일) 2013년 시설채소 온실현황 및 채소류 생산실적,연,2013,1. 조사개요,hwp
3,114,(파일) 2013년 시설채소 온실현황 및 채소류 생산실적,연,2013,2. 2013년 채소생산현황,hwp
4,114,(파일) 2013년 시설채소 온실현황 및 채소류 생산실적,연,2013,3. 2013년도 시설채소 온실현황,hwp
5,114,(파일) 2013년 시설채소 온실현황 및 채소류 생산실적,연,2013,4. 연도별 채소생산실적,hwp
1,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,목차,pdf
2,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,요약,pdf
3,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제1장 식품산업원료소비실태조사 개요,pdf
4,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제2장 식품제조업의 일반현황,pdf
5,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제3장 원료사용규모,pdf
6,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제4장 국산원료 사용현황,pdf
7,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제5장 원재료의 조달경로,pdf
8,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제6장 원재료의 소비흐름(1),pdf
9,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제6장 원재료의 소비흐름(2),pdf
10,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제6장 원재료의 소비흐름(3),pdf
11,114,(파일) 2013년 식품산업원료소비실태조사,연,2013,제6장 원재료의 소비흐름(4),pdf
1,114,(파일) 2014년 시설채소 온실현황 및 채소류 생산실적,연,2014,목차,pdf
2,114,(파일) 2014년 시설채소 온실현황 및 채소류 생산실적,연,2014,Ⅰ. 조사개요,pdf
3,114,(파일) 2014년 시설채소 온실현황 및 채소류 생산실적,연,2014,Ⅱ. 2014년 채소류 생산현황,pdf
4,114,(파일) 2014년 시설채소 온실현황 및 채소류 생산실적,연,2014,Ⅲ. 연도별 채소류 생산현황,pdf
5,114,(파일) 2014년 시설채소 온실현황 및 채소류 생산실적,연,2014,Ⅳ. 2014년 시설채소 온실현황,pdf
1,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,목차,hwp
2,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,요약,hwp
3,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,제1장 식품산업 원료소비 실태조사 개요,hwp
4,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,제2장 조사 사업체의 일반현황,hwp
5,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,제3장 원료 사용 현황,hwp
6,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,제4장 원료 이용 환경,hwp
7,114,(파일) 2014년 식품산업원료소비실태조사,연,2014,제5장 원재료 소비 흐름,hwp
1,114,(파일) 2015년 시설채소 온실현황 및 채소류 생산실적,연,2015,목차,pdf
2,114,(파일) 2015년 시설채소 온실현황 및 채소류 생산실적,연,2015,Ⅰ. 조사개요,pdf
3,114,(파일) 2015년 시설채소 온실현황 및 채소류 생산실적,연,2015,Ⅱ. 2015년 채소류 생산현황,pdf
4,114,(파일) 2015년 시설채소 온실현황 및 채소류 생산실적,연,2015,Ⅲ. 연도별 채소류 생산현황,pdf
5,114,(파일) 2015년 시설채소 온실현황 및 채소류 생산실적,연,2015,Ⅳ. 2015년 시설채소 온실현황,pdf
1,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,1. 농축수산물 구매량,xls
2,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,2. 농축수산물 구매액,xls
3,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,3. 수입산 이용비율,xls
4,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,4. 국산 구매처,xlsx
5,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,5. 국산 사용이유,xlsx
6,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,6. 수입산 구매처,xlsx
7,114,(파일) 2015년 식품산업원료소비실태조사,연,2015,7. 수입산 사용이유,xlsx
1,114,(파일) 2016년 가공식품소비자실태조사,연,2016,목차,pdf
2,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제1장 결과 요약,pdf
3,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제2장 조사 개요,pdf
4,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제3장 식품구매 및 소비행태 일반,pdf
5,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제4장 가공식품 품목별 구입현황,pdf
6,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제5장 간편식 구입현황,pdf
7,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제6장 유기가공식품 구입현황,pdf
8,114,(파일) 2016년 가공식품소비자실태조사,연,2016,제7장 식품소비 라이프스타일,pdf
1,114,(파일) 2016년 시설채소 온실현황 및 채소류 생산실적,연,2016,목차,pdf
2,114,(파일) 2016년 시설채소 온실현황 및 채소류 생산실적,연,2016,Ⅰ. 조사개요,pdf
3,114,(파일) 2016년 시설채소 온실현황 및 채소류 생산실적,연,2016,Ⅱ. 2016년도 채소류 생산현황,pdf
4,114,(파일) 2016년 시설채소 온실현황 및 채소류 생산실적,연,2016,Ⅲ. 연도별 채소류 생산현황,pdf
5,114,(파일) 2016년 시설채소 온실현황 및 채소류 생산실적,연,2016,Ⅳ. 2016년도 시설채소 온실현황,pdf
1,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,1. 농축수산물 구매량,xls
2,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,2. 농축수산물 구매액,xls
3,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,3. 수입산 이용비율,xls
4,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,4. 국산 구매처,xlsx
5,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,5. 국산 사용이유,xlsx
6,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,6. 수입산 구매처,xlsx
7,114,(파일) 2016년 식품산업원료소비실태조사,연,2016,7. 수입산 사용이유,xlsx
1,114,(파일) 2017년 가공식품소비자태도조사,연,2017,목차,hwp
2,114,(파일) 2017년 가공식품소비자태도조사,연,2017,요약,hwp
3,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제1장 조사 개요,hwp
4,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제2장 조사 결과(1절 식품 구입 및 소비 행태 일반),hwp
5,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제2장 조사 결과(2절 가공식품 품목별 구입 현황),hwp
6,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제2장 조사 결과(3절 간편식 구입 현황),hwp
7,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제2장 조사 결과(4절 유기가공식품 구입 현황),hwp
8,114,(파일) 2017년 가공식품소비자태도조사,연,2017,제2장 조사 결과(5절 식품 소비 라이프 스타일),hwp
1,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,1. 농축수산물 구매량,xls
2,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,2. 농축수산물 구매액,xls
3,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,3. 수입산 이용비율,xls
4,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,4. 국산 구매처,xlsx
5,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,5. 국산 사용이유,xlsx
6,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,6. 수입산 구매처,xlsx
7,114,(파일) 2017년 식품산업원료소비실태조사,연,2017,7. 수입산 사용이유,xlsx
1,115,(파일) 2008년 봉제업체실태조사,연,2009,목 차,hwp
2,115,(파일) 2008년 봉제업체실태조사,연,2009,제1절 조사의 개요,hwp
3,115,(파일) 2008년 봉제업체실태조사,연,2009,제2절 조사결과분석 1,hwp
4,115,(파일) 2008년 봉제업체실태조사,연,2009,제2절 조사결과분석 2,hwp
5,115,(파일) 2008년 봉제업체실태조사,연,2009,제2절 조사결과분석 3,hwp
6,115,(파일) 2008년 봉제업체실태조사,연,2009,부 록,hwp
1,115,(파일) 2009년 봉제업체실태조사,연,2010,목차,hwp
2,115,(파일) 2009년 봉제업체실태조사,연,2010,요약본,hwp
3,115,(파일) 2009년 봉제업체실태조사,연,2010,제1절 조사의 개요,hwp
4,115,(파일) 2009년 봉제업체실태조사,연,2010,제2절 전국 봉제공장 일반현황 분석,hwp
5,115,(파일) 2009년 봉제업체실태조사,연,2010,"제3절 소유및임차, 면적, 위치 등 공장현황 분석",hwp
6,115,(파일) 2009년 봉제업체실태조사,연,2010,제4절 유통현황 분석,hwp
7,115,(파일) 2009년 봉제업체실태조사,연,2010,제5절 생산현황 분석,hwp
8,115,(파일) 2009년 봉제업체실태조사,연,2010,제6절 인력현황 분석,hwp
9,115,(파일) 2009년 봉제업체실태조사,연,2010,제7절 보유기기 현황 분석,hwp
10,115,(파일) 2009년 봉제업체실태조사,연,2010,제8절 애로 및 건의사항 분석,hwp
11,115,(파일) 2009년 봉제업체실태조사,연,2010,부록,hwp
1,115,(파일) 2010년 봉제업체실태조사,연,2011,목차,hwp
2,115,(파일) 2010년 봉제업체실태조사,연,2011,1.조사의 개요,hwp
3,115,(파일) 2010년 봉제업체실태조사,연,2011,2-1.일반 업체 실태분석,hwp
4,115,(파일) 2010년 봉제업체실태조사,연,2011,2-2.일반 업체 실태분석,hwp
5,115,(파일) 2010년 봉제업체실태조사,연,2011,3.인력 및 인건비 실태분석,hwp
6,115,(파일) 2010년 봉제업체실태조사,연,2011,4.공장 실태분석,hwp
7,115,(파일) 2010년 봉제업체실태조사,연,2011,5.유통구조 실태분석,hwp
8,115,(파일) 2010년 봉제업체실태조사,연,2011,부록,hwp
1,115,(파일) 2011년 고졸자취업진로조사,부정기,2011,기업물류비 실태조사표,xlsx
1,115,(파일) 2011년 기업물류비실태조사,부정기,2011,기업물류비 실태조사표,xlsx
1,115,(파일) 2011년 정보통신부문완성공사원가분석,부정기,2011,기업물류비 실태조사표,xlsx
1,115,(파일) 2012년 가구에너지소비실태조사,부정기,2011,기업물류비 실태조사표,xlsx
1,115,(파일) 2012년 고용형태별 근로자패널조사,부정기,2011,기업물류비 실태조사표,xlsx
1,115,(파일) 2012년 봉제업체실태조사,부정기,2013,목차,hwp
2,115,(파일) 2012년 봉제업체실태조사,부정기,2013,1.조사의 개요,hwp
3,115,(파일) 2012년 봉제업체실태조사,부정기,2013,2-1.일반 업체 실태분석,hwp
4,115,(파일) 2012년 봉제업체실태조사,부정기,2013,2-2.일반 업체 실태분석,hwp
5,115,(파일) 2012년 봉제업체실태조사,부정기,2013,3.인력 및 인건비 실태분석,hwp
6,115,(파일) 2012년 봉제업체실태조사,부정기,2013,4.공장 실태분석,hwp
7,115,(파일) 2012년 봉제업체실태조사,부정기,2013,5.유통구조 실태분석,hwp
8,115,(파일) 2012년 봉제업체실태조사,부정기,2013,부록,hwp
1,116,(파일) 2012년 수문조사 및 홍수예보지점현황,연,2012,강수량관측자료(2006~2012),xlsx
2,116,(파일) 2012년 수문조사 및 홍수예보지점현황,연,2012,수위관측자료(2006~2012),xlsx
3,116,(파일) 2012년 수문조사 및 홍수예보지점현황,연,2012,홍수예보지점현황(2006~2012),xlsx
1,116,(파일) 2012년~2013년 전국 유료도로 및 자동차 전용도로 현황,연,2012,유로도로현황(구간별현황),xlsx
2,116,(파일) 2012년~2013년 전국 유료도로 및 자동차 전용도로 현황,연,2013,자동차전용도로현황(고속도로제외),xlsx
1,116,(파일) 2013년 강수량 및 수위관측자료,연,2013,강수량관측자료 (2013),xlsx
2,116,(파일) 2013년 강수량 및 수위관측자료,연,2013,수위관측자료(2013),xls
1,116,(파일) 2013년 도로교량 및 터널현황,연,2013,연도교 현황(2006~2013),xlsx
2,116,(파일) 2013년 도로교량 및 터널현황,연,2013,연육교 현황(2006~2013),xls
3,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_구도(2006~2013),xls
4,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_특별·광역시도(2006~2013),xlsx
5,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_시도(2006~2013),xlsx
6,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_군도(2010~2013),xlsx
7,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_일반국도(2011~2013),xlsx
8,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_고속국도(2006~2013),xlsx
9,116,(파일) 2013년 도로교량 및 터널현황,연,2013,전국터널현황_지방도(2006~2013),xlsx
10,116,(파일) 2013년 도로교량 및 터널현황,연,2013,한강횡단교통향현황(2010~2013),xlsx
1,116,(파일) 2014년 강수량 및 수위관측자료,연,2014,강수량관측자료(2014),xls
2,116,(파일) 2014년 강수량 및 수위관측자료,연,2014,수위관측자료(2014),xls
1,116,(파일) 2014년 도로교량 및 터널현황,연,2014,연도교현황(2014년),xlsx
2,116,(파일) 2014년 도로교량 및 터널현황,연,2014,연륙교현황(2014년),xlsx
3,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_고속국도(2014년),xls
4,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_구도(2014년),xls
5,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_국가지원지방도(2014년),xls
6,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_군도(2014년),xls
7,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_시도(2014년),xls
8,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_일반국도(2014년),xls
9,116,(파일) 2014년 도로교량 및 터널현황,연,2014,전국터널현황_특별광역시도(2014년),xls
10,116,(파일) 2014년 도로교량 및 터널현황,연,2014,한강횡단교량현황현황(2014년),xlsx
1,116,(파일) 2014년 전국 유료도로 및 자동차 전용도로 현황,연,2014,전국 유료 도로현황_구간별 현황(2014년),xlsx
2,116,(파일) 2014년 전국 유료도로 및 자동차 전용도로 현황,연,2014,자동차전용도로현황_고속국도제외(2014년),xlsx
1,116,(파일) 2015년 강수량 및 수위관측자료,연,2015,강수량관측자료(2015),xls
2,116,(파일) 2015년 강수량 및 수위관측자료,연,2015,수위관측자료(2015),xls
1,116,(파일) 2015년 도로교량 및 터널현황,연,2015,1)노선별터널현황(2015),xlsx
2,116,(파일) 2015년 도로교량 및 터널현황,연,2015,2)시도별교량현황(2015),xlsx
3,116,(파일) 2015년 도로교량 및 터널현황,연,2015,3)연륙교현황(2015),xlsx
4,116,(파일) 2015년 도로교량 및 터널현황,연,2015,4)연도교현황(2015),xlsx
5,116,(파일) 2015년 도로교량 및 터널현황,연,2015,5)전국교량연장별현황(2015),xlsx
6,116,(파일) 2015년 도로교량 및 터널현황,연,2015,6)전국교량현황(2015),xlsx
7,116,(파일) 2015년 도로교량 및 터널현황,연,2015,7)전국터널현황(2015),xlsx
8,116,(파일) 2015년 도로교량 및 터널현황,연,2015,8)전국터널현황(고속도로)(2015),xlsx
9,116,(파일) 2015년 도로교량 및 터널현황,연,2015,9)전국터널현황(일반국도)(2015),xlsx
10,116,(파일) 2015년 도로교량 및 터널현황,연,2015,10)전국터널현황(특별광역시도)(2015),xlsx
11,116,(파일) 2015년 도로교량 및 터널현황,연,2015,11)전국터널현황(국가지원지방도)(2015),xlsx
12,116,(파일) 2015년 도로교량 및 터널현황,연,2015,12)전국터널현황(지방도)(2015),xlsx
13,116,(파일) 2015년 도로교량 및 터널현황,연,2015,13)전국터널현황(시도)(2015),xlsx
14,116,(파일) 2015년 도로교량 및 터널현황,연,2015,14)전국터널현황(군도)(2015),xlsx
15,116,(파일) 2015년 도로교량 및 터널현황,연,2015,15)전국터널현황(구도)(2015),xlsx
16,116,(파일) 2015년 도로교량 및 터널현황,연,2015,16)한강횡단교량현황총괄(2015),xlsx
17,116,(파일) 2015년 도로교량 및 터널현황,연,2015,17)한강횡단교량현황(2015),xlsx
1,116,(파일) 2015년 전국 유료도로 및 자동차 전용도로 현황,연,2015,전국 유료 도로 구간별 현황(2015),xlsx
2,116,(파일) 2015년 전국 유료도로 및 자동차 전용도로 현황,연,2015,자동차전용도로현황_고속국도제외(2015),xlsx
1,116,(파일) 2016년 강수량 및 수위관측자료,연,2016,강수량관측자료(2016),xls
2,116,(파일) 2016년 강수량 및 수위관측자료,연,2016,수위관측자료(2016),xls
