파일번호,기관코드,통계표명,주기구분,수록시점,서비스명,파일유형
14,514,(파일) 2015년 서울특별시마포구기본통계,연,2015,XV. 공공행정 및 사법,xlsx
1,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅱ. 토지 및 기후,xlsx
2,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅲ. 인구,xls
3,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅳ. 노동 및 사업체,xls
4,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅴ. 농림 및 제조업,xlsx
5,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅵ. 가스 및 상·하수도,xlsx
6,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅶ. 유통·금융 및 무역수지,xls
7,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅷ. 주택·건설,xls
8,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅸ. 교통·관광 및 정보통신,xlsx
9,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,Ⅹ. 보건,xlsx
10,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,XI. 사회보장,xlsx
11,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,XII. 환경,xlsx
12,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,XIII. 교육 및 문화,xlsx
13,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,XIV. 재정,xls
14,514,(파일) 2016년 서울특별시마포구기본통계,연,2016,XV. 공공행정 및 사법,xlsx
1,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅰ. 기본사항,hwp
2,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅱ. 주거생활,hwp
3,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅲ. 교육,hwp
4,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅳ. 교통,hwp
5,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅴ. 경제,hwp
6,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅵ. 여성과 가족,hwp
7,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅶ. 보건과 복지,hwp
8,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅷ. 문화와 여가,hwp
9,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅸ. 공공·행정,hwp
10,514,(파일) 2017년 마포구사회조사,부정기,2017,Ⅹ. 노후생활,hwp
1,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅱ. 토지 및 기후,xlsx
2,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅲ. 인구,xls
3,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅳ. 노동 및 사업체,xls
4,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅴ. 농림 및 제조업,xlsx
5,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅵ. 가스 및 상·하수도,xlsx
6,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅶ. 유통·금융 및 무역수지,xls
7,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅷ. 주택·건설,xls
8,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅸ. 교통·관광 및 정보통신,xlsx
9,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,Ⅹ. 보건,xlsx
10,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,XI. 사회보장,xlsx
11,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,XII. 환경,xlsx
12,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,XIII. 교육 및 문화,xlsx
13,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,XIV. 재정,xls
14,514,(파일) 2017년 서울특별시마포구기본통계,연,2017,XV. 공공행정 및 사법,xlsx
1,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅱ. 토지 및 기후,xlsx
2,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅲ. 인구,xlsx
3,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅳ. 노동 및 사업체,xlsx
4,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅴ. 농림 및 제조업,xlsx
5,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅵ. 가스 및 상·하수도,xlsx
6,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅶ. 유통·금융 및 무역수지,xlsx
7,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅷ. 주택·건설,xlsx
8,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅸ. 교통·관광 및 정보통신,xlsx
9,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,Ⅹ. 보건,xlsx
10,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,XI. 사회보장,xlsx
11,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,XII. 환경,xlsx
12,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,XIII. 교육 및 문화,xlsx
13,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,XIV. 재정,xlsx
14,515,(파일) 2014년 서울특별시양천구기본통계,연,2014,XV. 공공행정 및 사법,xlsx
1,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅱ. 토지 및 기후,xlsx
2,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅲ. 인구,xlsx
3,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅳ. 노동 및 사업체,xlsx
4,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅴ. 농림 및 제조업,xlsx
5,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅵ. 가스 및 상·하수도,xlsx
6,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅶ. 유통·금융 및 무역수지,xlsx
7,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅷ. 주택·건설,xlsx
8,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅸ. 교통·관광 및 정보통신,xlsx
9,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,Ⅹ. 보건,xlsx
10,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,XI. 사회보장,xlsx
11,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,XII. 환경,xlsx
12,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,XIII. 교육 및 문화,xlsx
13,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,XIV. 재정,xlsx
14,515,(파일) 2015년 서울특별시양천구기본통계,연,2015,XV. 공공행정 및 사법,xlsx
1,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅱ. 토지 및 기후,xlsx
2,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅲ. 인구,xlsx
3,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅳ. 노동 및 사업체,xlsx
4,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅴ. 농림 및 제조업,xlsx
5,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅵ. 가스 및 상·하수도,xlsx
6,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅶ. 유통·금융 및 무역수지,xlsx
7,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅷ. 주택·건설,xlsx
8,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅸ. 교통·관광 및 정보통신,xlsx
9,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,Ⅹ. 보건,xlsx
10,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,XI. 사회보장,xlsx
11,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,XII. 환경,xlsx
12,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,XIII. 교육 및 문화,xlsx
13,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,XIV. 재정,xlsx
14,515,(파일) 2016년 서울특별시양천구기본통계,연,2016,XV. 공공행정 및 사법,xlsx
1,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅱ. 토지 및 기후,xlsx
2,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅲ. 인구,xlsx
3,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅳ. 노동 및 사업체,xlsx
4,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅴ. 농림 및 제조업,xlsx
5,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅵ. 가스 및 상·하수도,xlsx
6,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅶ. 유통·금융 및 무역수지,xlsx
7,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅷ. 주택·건설,xlsx
8,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅸ. 교통·관광 및 정보통신,xlsx
9,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,Ⅹ. 보건,xlsx
10,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,XI. 사회보장,xlsx
11,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,XII. 환경,xlsx
12,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,XIII. 교육 및 문화,xlsx
13,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,XIV. 재정,xlsx
14,515,(파일) 2017년 서울특별시양천구기본통계,연,2017,XV. 공공행정 및 사법,xlsx
1,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅰ. 기본항목,hwp
2,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅱ. 주거 및 생활,hwp
3,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅲ. 교육,hwp
4,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅳ. 교통,hwp
5,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅴ. 경제,hwp
6,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅵ. 보건과 복지,hwp
7,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅶ. 문화와 여가,hwp
8,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅷ. 공공행정,hwp
9,516,(파일) 2013년 강서구사회조사,부정기,2013,Ⅸ. 가치의식,hwp
1,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅱ. 토지 및 기후,pdf
2,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅲ. 인구,pdf
3,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅳ. 노동 및 사업체,pdf
4,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅴ. 농림 및 제조업,pdf
5,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅵ. 가스 및 상·하수도,pdf
6,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅶ. 유통·금융 및 무역수지,pdf
7,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅷ. 주택·건설,pdf
8,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅸ. 교통·관광 및 정보통신,pdf
9,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,Ⅹ. 보건,pdf
10,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,XI. 사회보장,pdf
11,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,XII. 환경,pdf
12,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,XIII. 교육 및 문화,pdf
13,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,XIV. 재정,pdf
14,516,(파일) 2014년 서울특별시강서구기본통계,연,2014,XV. 공공행정 및 사법,pdf
1,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅱ. 토지 및 기후,xlsx
2,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅲ. 인구,xlsx
3,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅳ. 노동 및 사업체,xlsx
4,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅴ. 농림 및 제조업,xlsx
5,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅵ. 가스 및 상·하수도,xlsx
6,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅶ. 유통·금융 및 무역수지,xlsx
7,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅷ. 주택·건설,xlsx
8,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅸ. 교통·관광 및 정보통신,xlsx
9,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,Ⅹ. 보건,xlsx
10,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,XI. 사회보장,xlsx
11,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,XII. 환경,xlsx
12,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,XIII. 교육 및 문화,xlsx
13,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,XIV. 재정,xlsx
14,516,(파일) 2015년 서울특별시강서구기본통계,연,2015,XV. 공공행정 및 사법,xlsx
1,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅱ. 토지 및 기후,xlsx
2,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅲ. 인구,xlsx
3,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅳ. 노동 및 사업체,xlsx
4,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅴ. 농림 및 제조업,xlsx
5,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅵ. 가스 및 상·하수도,xlsx
6,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅶ. 유통·금융 및 무역수지,xlsx
7,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅷ. 주택·건설,xlsx
8,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅸ. 교통·관광 및 정보통신,xlsx
9,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,Ⅹ. 보건,xlsx
10,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,XI. 사회보장,xlsx
11,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,XII. 환경,xlsx
12,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,XIII. 교육 및 문화,xlsx
13,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,XIV. 재정,xlsx
14,516,(파일) 2016년 서울특별시강서구기본통계,연,2016,XV. 공공행정 및 사법,xlsx
1,516,(파일) 2017년 강서구사회조사,부정기,2017,2017년 강서구사회조사,xlsx
1,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅱ. 토지 및 기후,xlsx
2,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅲ. 인구,xlsx
3,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅳ. 노동 및 사업체,xlsx
4,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅴ. 농림 및 제조업,xlsx
5,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅵ. 가스 및 상·하수도,xlsx
6,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅶ. 유통·금융 및 무역수지,xlsx
7,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅷ. 주택·건설,xlsx
8,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅸ. 교통·관광 및 정보통신,xlsx
9,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,Ⅹ. 보건,xlsx
10,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,XI. 사회보장,xlsx
11,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,XII. 환경,xlsx
12,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,XIII. 교육 및 문화,xlsx
13,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,XIV. 재정,xlsx
14,516,(파일) 2017년 서울특별시강서구기본통계,연,2017,XV. 공공행정 및 사법,xlsx
1,518,(파일) 2011년 금천구사회조사,부정기,2011,０. 기본사항,xls
2,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅰ. 주거·생활,xls
3,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅱ. 교육,xls
4,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅲ. 교통,xls
5,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅳ. 경제,xls
6,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅴ. 여성과 가족,xls
7,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅵ. 보건과 복지,xls
8,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅶ. 문화와 여가,xls
9,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅷ. 공공행정,xls
10,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅸ. 가치관 및 사회 관계망,xls
11,518,(파일) 2011년 금천구사회조사,부정기,2011,Ⅹ. 기타,xls
1,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅱ. 토지 및 기후,xlsx
2,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅲ. 인구,xlsx
3,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅳ. 노동 및 사업체,xlsx
4,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅴ. 농림 및 제조업,xlsx
5,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅵ. 가스 및 상·하수도,xlsx
6,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅶ. 유통·금융 및 무역수지,xlsx
7,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅷ. 주택·건설,xlsx
8,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅸ. 교통·관광 및 정보통신,xlsx
9,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,Ⅹ. 보건,xlsx
10,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,XI. 사회보장,xlsx
11,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,XII. 환경,xlsx
12,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,XIII. 교육 및 문화,xlsx
13,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,XIV. 재정,xlsx
14,518,(파일) 2014년 서울특별시금천구기본통계,연,2014,XV. 공공행정 및 사법,xls
1,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅱ. 토지 및 기후,xls
2,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅲ. 인구,xls
3,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅳ. 노동 및 사업체,xls
4,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅴ. 농림 및 제조업,xls
5,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅵ. 가스 및 상·하수도,xls
6,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅶ. 유통·금융 및 무역수지,xls
7,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅷ. 주택·건설,xls
8,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅸ. 교통·관광 및 정보통신,xls
9,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,Ⅹ. 보건,xls
10,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,XI. 사회보장,xls
11,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,XII. 환경,xls
12,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,XIII. 교육 및 문화,xls
13,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,XIV. 재정,xls
14,518,(파일) 2015년 서울특별시금천구기본통계,연,2015,XV. 공공행정 및 사법,xls
1,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅱ. 토지 및 기후,xls
2,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅲ. 인구,xls
3,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅳ. 노동 및 사업체,xls
4,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅴ. 농림 및 제조업,xls
5,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅵ. 가스 및 상·하수도,xls
6,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅶ. 유통·금융 및 무역수지,xls
7,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅷ. 주택·건설,xls
8,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅸ. 교통·관광 및 정보통신,xls
9,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,Ⅹ. 보건,xls
10,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,XI. 사회보장,xls
11,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,XII. 환경,xls
12,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,XIII. 교육 및 문화,xls
13,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,XIV. 재정,xls
14,518,(파일) 2016년 서울특별시금천구기본통계,연,2016,XV. 공공행정 및 사법,xls
1,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅱ. 토지 및 기후,xls
2,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅲ. 인구,xls
3,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅳ. 노동 및 사업체,xls
4,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅴ. 농림 및 제조업,xls
5,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅵ. 가스 및 상·하수도,xls
6,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅶ. 유통·금융 및 무역수지,xls
7,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅷ. 주택·건설,xls
8,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅸ. 교통·관광 및 정보통신,xls
9,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,Ⅹ. 보건,xls
10,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,XI. 사회보장,xls
11,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,XII. 환경,xls
12,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,XIII. 교육 및 문화,xls
13,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,XIV. 재정,xls
14,518,(파일) 2017년 서울특별시금천구기본통계,연,2017,XV. 공공행정 및 사법,xls
1,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅱ. 토지 및 기후,pdf
2,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅲ. 인구,pdf
3,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅳ. 노동 및 사업체,pdf
4,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅴ. 농림 및 제조업,pdf
5,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅵ. 가스 및 상·하수도,pdf
6,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅶ. 유통·금융 및 무역수지,pdf
7,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅷ. 주택·건설,pdf
8,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅸ. 교통·관광 및 정보통신,pdf
9,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,Ⅹ. 보건,pdf
10,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,XI. 사회보장,pdf
11,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,XII. 환경,pdf
12,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,XIII. 교육 및 문화,pdf
13,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,XIV. 재정,pdf
14,519,(파일) 2014년 서울특별시영등포구기본통계,연,2014,XV. 공공행정 및 사법,pdf
1,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅱ. 토지 및 기후,pdf
2,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅲ. 인구,pdf
3,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅳ. 노동 및 사업체,pdf
4,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅴ. 농림 및 제조업,pdf
5,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅵ. 가스 및 상·하수도,pdf
6,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅶ. 유통·금융 및 무역수지,pdf
7,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅷ. 주택·건설,pdf
8,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅸ. 교통·관광 및 정보통신,pdf
9,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,Ⅹ. 보건,pdf
10,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,XI. 사회보장,pdf
11,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,XII. 환경,pdf
12,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,XIII. 교육 및 문화,pdf
13,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,XIV. 재정,pdf
14,519,(파일) 2015년 서울특별시영등포구기본통계,연,2015,XV. 공공행정 및 사법,pdf
1,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅱ. 토지 및 기후,xls
2,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅲ. 인구,xls
3,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅳ. 노동 및 사업체,xlsx
4,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅴ. 농림 및 제조업,xlsx
5,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅵ. 가스 및 상·하수도,xlsx
6,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅶ. 유통·금융 및 무역수지,xlsx
7,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅷ. 주택·건설,xlsx
8,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅸ. 교통·관광 및 정보통신,xlsx
9,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,Ⅹ. 보건,xlsx
10,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,XI. 사회보장,xlsx
11,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,XII. 환경,xlsx
12,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,XIII. 교육 및 문화,xlsx
13,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,XIV. 재정,xlsx
14,519,(파일) 2016년 서울특별시영등포구기본통계,연,2016,XV. 공공행정 및 사법,xlsx
1,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅱ. 토지 및 기후,xls
2,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅲ. 인구,xls
3,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅳ. 노동 및 사업체,xlsx
4,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅴ. 농림 및 제조업,xlsx
5,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅵ. 가스 및 상·하수도,xlsx
6,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅶ. 유통·금융 및 무역수지,xlsx
7,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅷ. 주택·건설,xlsx
8,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅸ. 교통·관광 및 정보통신,xlsx
9,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,Ⅹ. 보건,xlsx
10,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,XI. 사회보장,xlsx
11,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,XII. 환경,xlsx
12,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,XIII. 교육 및 문화,xlsx
13,519,(파일) 2017년 서울특별시영등포구기본통계,연,2017,XIV. 재정,xlsx
